,race_name,driverRef,driverst_points,driverst_position,driverst_wins,css_points,css_position,css_wins,constructorRef,result_grid,q1,q2,q3,driver_circuit_avg_result_point_before_race,driver_circuit_avg_pitstops_before_race,driver_avg_finish_pos_prior,driver_podium_rate_prior,driver_avg_finish_last_3,driver_experience_races,driver_experience_at_circuit,constructor_avg_finish_prior,is_home_gp,avg_temp,avg_windspeed,avg_precip,avg_humidity
987,Hungarian Grand Prix,ocon,23.0,10,0,29.0,9,0,haas,19,78.049,78.049,78.049,5.0,2.0,9.56060606060606,0.0303030303030303,10.0,66,2,9.310679611650484,0,27.55,5.85,0.0,49.0
988,Hungarian Grand Prix,stroll,20.0,12,0,36.0,8,0,aston_martin,8,77.405,76.075,76.244,10.5,2.0,10.676470588235292,0.0,11.5,68,2,9.953333333333331,0,27.55,5.85,0.0,49.0
989,Hungarian Grand Prix,leclerc,119.0,5,0,222.0,2,2,ferrari,6,77.437,75.891,75.905,6.5,2.5,4.955223880597015,0.3432835820895522,2.5,67,2,5.178082191780822,0,27.55,5.85,0.0,49.0
990,Hungarian Grand Prix,norris,226.0,2,4,460.0,1,5,mclaren,1,77.755,75.53999999999999,75.227,4.5,2.0,6.878378378378378,0.2567567567567567,1.0,74,2,7.894736842105263,0,27.55,5.85,0.0,49.0
991,Hungarian Grand Prix,russell,147.0,4,1,210.0,3,2,mercedes,17,77.968,77.968,77.968,5.666666666666667,2.333333333333333,7.367647058823529,0.1911764705882352,7.5,68,3,5.065359477124183,0,27.55,5.85,0.0,49.0
992,Hungarian Grand Prix,albon,46.0,8,0,59.0,5,0,williams,13,77.28,76.429,76.429,14.0,2.5,12.159090909090908,0.0,8.0,44,2,12.278688524590164,0,27.55,5.85,0.0,49.0
993,Hungarian Grand Prix,tsunoda,10.0,17,0,172.0,4,0,red_bull,10,77.436,76.121,76.477,13.333333333333334,2.6666666666666665,12.292307692307691,0.0,16.0,65,3,12.296296296296296,0,27.55,5.85,0.0,49.0
994,Hungarian Grand Prix,zhou,0.0,19,0,0.0,10,0,sauber,18,78.037,78.037,78.037,14.5,2.0,13.617021276595745,0.0,16.0,47,2,15.393939393939394,0,27.55,5.85,0.0,49.0
995,Hungarian Grand Prix,piastri,234.0,1,7,460.0,1,5,mclaren,2,77.504,75.785,75.249,5.0,2.0,8.129032258064516,0.1290322580645161,2.333,31,1,7.624203821656051,0,27.55,5.85,0.0,49.0
996,Hungarian Grand Prix,sargeant,0.0,20,0,4.0,9,0,williams,14,77.77,76.543,76.543,0.0,0.0,15.576923076923077,0.0,16.666666666666668,26,0,13.774436090225564,0,27.55,5.85,0.0,49.0
997,Belgian Grand Prix,hamilton,103.0,6,0,222.0,2,2,ferrari,3,115.692,114.037,113.835,3.5,3.0,4.554054054054054,0.4729729729729729,4.0,74,2,4.554054054054054,0,19.5,6.8,0.0,60.5
998,Belgian Grand Prix,alonso,16.0,14,0,36.0,8,0,aston_martin,8,115.489,114.258,114.765,7.0,2.0,8.128571428571428,0.1285714285714285,10.0,70,3,7.303030303030303,0,19.5,6.8,0.0,60.5
999,Belgian Grand Prix,hulkenberg,37.0,9,0,41.0,6,0,sauber,16,116.308,116.308,116.308,18.0,2.0,12.971428571428572,0.0,6.0,35,1,12.87878787878788,0,19.5,6.8,0.0,60.5
1000,Belgian Grand Prix,perez,131.0,7,0,408.0,1,7,red_bull,2,115.139,114.47,113.765,7.666666666666667,2.0,5.154929577464789,0.4084507042253521,10.333333333333334,71,3,5.154929577464789,0,19.5,6.8,0.0,60.5
1001,Belgian Grand Prix,ricciardo,12.0,13,0,34.0,6,0,rb,13,115.451,114.682,114.682,11.666666666666666,2.0,10.655172413793103,0.0172413793103448,11.333333333333334,58,3,12.545454545454543,0,19.5,6.8,0.0,60.5
1002,Belgian Grand Prix,bottas,0.0,21,0,0.0,10,0,sauber,14,115.531,114.764,114.764,12.0,2.0,10.727272727272728,0.1666666666666666,15.666666666666666,66,2,15.583333333333334,0,19.5,6.8,0.0,60.5
1003,Belgian Grand Prix,kevin_magnussen,5.0,16,0,27.0,7,0,haas,17,116.5,116.5,116.5,15.5,2.0,13.8125,0.0,11.666666666666666,48,2,13.188888888888888,0,19.5,6.8,0.0,60.5
1004,Belgian Grand Prix,max_verstappen,277.0,1,7,408.0,1,7,red_bull,11,114.938,113.837,113.159,1.0,2.0,2.0135135135135136,0.8783783783783784,4.0,74,3,3.948051948051948,0,19.5,6.8,0.0,60.5
1005,Belgian Grand Prix,sainz,13.0,15,0,59.0,5,0,williams,7,115.169,114.112,114.477,6.5,2.0,5.36231884057971,0.3043478260869565,12.0,69,2,5.36231884057971,0,19.5,6.8,0.0,60.5
1006,Belgian Grand Prix,ocon,23.0,10,0,29.0,9,0,haas,9,115.417,114.46,114.81,7.333333333333333,2.0,9.686567164179104,0.0298507462686567,10.0,67,3,9.39423076923077,0,19.5,6.8,0.0,60.5
1007,Belgian Grand Prix,stroll,20.0,12,0,36.0,8,0,aston_martin,15,116.072,115.716,115.716,13.333333333333334,1.5,10.666666666666666,0.0,11.5,69,3,9.95364238410596,0,19.5,6.8,0.0,60.5
1008,Belgian Grand Prix,gasly,19.0,13,0,19.0,10,0,alpine,12,114.911,114.635,114.635,8.666666666666666,1.5,10.26086956521739,0.0289855072463768,6.0,69,3,9.958333333333334,0,19.5,6.8,0.0,60.5
1009,Belgian Grand Prix,leclerc,119.0,5,0,222.0,2,2,ferrari,1,115.349,114.193,113.754,5.666666666666667,2.5,4.941176470588236,0.3382352941176471,2.5,68,3,5.170068027210885,0,19.5,6.8,0.0,60.5
1010,Belgian Grand Prix,norris,226.0,2,4,460.0,1,5,mclaren,4,115.582,114.358,113.981,11.0,2.0,6.8133333333333335,0.2666666666666666,1.0,75,3,7.843478260869565,0,19.5,6.8,0.0,60.5
1011,Belgian Grand Prix,albon,46.0,8,0,59.0,5,0,williams,10,115.722,114.473,114.473,12.0,2.5,12.2,0.0,8.0,45,2,12.306451612903226,0,19.5,6.8,0.0,60.5
1012,Belgian Grand Prix,tsunoda,10.0,17,0,172.0,4,0,red_bull,20,116.593,116.593,116.593,12.666666666666666,2.0,12.242424242424242,0.0,16.0,66,3,12.178571428571429,0,19.5,6.8,0.0,60.5
1013,Belgian Grand Prix,piastri,234.0,1,7,460.0,1,5,mclaren,5,114.835,114.136,114.027,0.0,0.0,7.90625,0.15625,2.333,32,0,7.582278481012659,0,19.5,6.8,0.0,60.5
1014,Belgian Grand Prix,sargeant,0.0,20,0,4.0,9,0,williams,18,117.23,117.23,117.23,17.0,3.0,15.62962962962963,0.0,15.666666666666666,27,1,13.798507462686567,0,19.5,6.8,0.0,60.5
1015,Dutch Grand Prix,hamilton,103.0,6,0,222.0,2,2,ferrari,14,71.375,70.94800000000001,70.94800000000001,4.0,3.6666666666666665,4.506666666666667,0.48,4.0,75,3,4.506666666666667,0,18.0,26.1,0.0,58.0
1016,Dutch Grand Prix,alonso,16.0,14,0,36.0,8,0,aston_martin,7,71.493,70.845,70.633,4.666666666666667,3.0,8.126760563380282,0.1267605633802817,10.0,71,3,7.323529411764706,0,18.0,26.1,0.0,58.0
1017,Dutch Grand Prix,hulkenberg,37.0,9,0,41.0,6,0,sauber,12,71.832,71.215,71.215,12.0,5.0,13.11111111111111,0.0,6.0,36,1,13.029411764705882,0,18.0,26.1,0.0,58.0
1018,Dutch Grand Prix,perez,139.0,7,0,434.0,1,7,red_bull,5,71.006,70.678,70.416,5.666666666666667,4.0,5.180555555555555,0.4027777777777778,10.333333333333334,72,3,5.180555555555555,0,18.0,26.1,0.0,58.0
1019,Dutch Grand Prix,ricciardo,12.0,13,0,34.0,6,0,rb,13,71.943,71.943,71.943,14.0,3.0,10.64406779661017,0.0169491525423728,11.666666666666666,59,2,12.333333333333334,0,18.0,26.1,0.0,58.0
1020,Dutch Grand Prix,bottas,0.0,21,0,0.0,10,0,sauber,16,72.168,72.168,72.168,8.5,3.5,10.791044776119405,0.1641791044776119,15.333333333333334,67,2,15.538461538461538,0,18.0,26.1,0.0,58.0
1021,Dutch Grand Prix,kevin_magnussen,5.0,16,0,27.0,7,0,haas,0,71.63,71.295,71.295,15.5,5.0,13.816326530612244,0.0,13.666666666666666,49,2,13.197802197802195,0,18.0,26.1,0.0,58.0
1022,Dutch Grand Prix,max_verstappen,295.0,1,7,434.0,1,7,red_bull,2,71.393,70.811,70.029,1.0,4.0,2.04,0.8666666666666667,3.6666666666666665,75,3,3.9483870967741934,1,18.0,26.1,0.0,58.0
1023,Dutch Grand Prix,sainz,13.0,15,0,59.0,5,0,williams,10,71.327,70.914,70.914,6.666666666666667,3.0,5.371428571428571,0.3,12.0,70,3,5.371428571428571,0,18.0,26.1,0.0,58.0
1024,Dutch Grand Prix,ocon,23.0,10,0,29.0,9,0,haas,15,71.995,71.995,71.995,9.333333333333334,3.333333333333333,9.676470588235292,0.0294117647058823,10.0,68,3,9.39047619047619,0,18.0,26.1,0.0,58.0
1025,Dutch Grand Prix,stroll,20.0,12,0,36.0,8,0,aston_martin,8,71.518,70.661,70.857,11.0,4.0,10.67142857142857,0.0,11.5,70,3,9.960526315789474,0,18.0,26.1,0.0,58.0
1026,Dutch Grand Prix,gasly,19.0,13,0,19.0,10,0,alpine,9,71.718,70.815,70.977,6.0,3.333333333333333,10.3,0.0285714285714285,6.0,70,3,9.979310344827589,0,18.0,26.1,0.0,58.0
1027,Dutch Grand Prix,leclerc,119.0,5,0,222.0,2,2,ferrari,6,71.37,70.689,70.582,4.0,2.5,4.913043478260869,0.3478260869565217,2.5,69,2,5.155405405405405,0,18.0,26.1,0.0,58.0
1028,Dutch Grand Prix,norris,226.0,2,4,460.0,1,5,mclaren,1,71.377,70.496,69.673,8.0,3.333333333333333,6.789473684210527,0.2631578947368421,1.0,76,3,7.818965517241379,0,18.0,26.1,0.0,58.0
1029,Dutch Grand Prix,russell,147.0,4,1,210.0,3,2,mercedes,4,71.049,70.55199999999999,70.244,12.0,4.0,7.376811594202898,0.1884057971014492,7.5,69,3,5.084415584415584,0,18.0,26.1,0.0,58.0
1030,Dutch Grand Prix,albon,46.0,8,0,59.0,5,0,williams,19,,,,10.0,4.0,12.195652173913045,0.0,8.0,46,2,12.301587301587302,0,18.0,26.1,0.0,58.0
1031,Dutch Grand Prix,tsunoda,10.0,17,0,172.0,4,0,red_bull,11,71.603,70.955,70.955,15.0,5.0,12.298507462686567,0.0,16.0,67,1,12.310344827586206,0,18.0,26.1,0.0,58.0
1032,Dutch Grand Prix,zhou,0.0,19,0,0.0,10,0,sauber,17,73.261,73.261,73.261,16.0,4.0,13.729166666666666,0.0,18.0,48,1,15.5,0,18.0,26.1,0.0,58.0
1033,Dutch Grand Prix,piastri,234.0,1,7,460.0,1,5,mclaren,3,71.541,70.505,70.172,9.0,5.0,7.727272727272727,0.1818181818181818,2.333,33,1,7.547169811320755,0,18.0,26.1,0.0,58.0
1034,Dutch Grand Prix,sargeant,0.0,20,0,4.0,9,0,williams,18,,,,0.0,0.0,15.678571428571429,0.0,15.0,28,0,13.822222222222225,0,18.0,26.1,0.0,58.0
1035,Italian Grand Prix,hamilton,103.0,6,0,222.0,2,2,ferrari,6,80.477,79.64099999999999,79.513,5.5,1.0,4.552631578947368,0.4736842105263157,4.0,76,2,4.552631578947368,0,30.6,5.5,0.0,44.0
1036,Italian Grand Prix,alonso,16.0,14,0,36.0,8,0,aston_martin,11,80.617,80.42099999999999,80.42099999999999,8.5,1.0,8.152777777777779,0.125,10.0,72,2,7.4,0,30.6,5.5,0.0,44.0
1037,Italian Grand Prix,hulkenberg,37.0,9,0,41.0,6,0,sauber,10,80.781,80.411,80.339,17.0,2.0,13.054054054054054,0.0,6.0,37,1,12.971428571428572,0,30.6,5.5,0.0,44.0
1038,Italian Grand Prix,perez,143.0,7,0,446.0,1,7,red_bull,8,80.598,80.21600000000001,80.062,4.333333333333333,1.3333333333333333,5.191780821917808,0.3972602739726027,6.666666666666667,73,3,5.191780821917808,0,30.6,5.5,0.0,44.0
1039,Italian Grand Prix,ricciardo,12.0,13,0,34.0,6,0,rb,12,80.901,80.479,80.479,1.0,1.0,10.666666666666666,0.0166666666666666,11.333333333333334,60,1,12.307692307692308,0,30.6,5.5,0.0,44.0
1040,Italian Grand Prix,bottas,0.0,22,0,0.0,10,0,sauber,19,81.101,81.101,81.101,8.666666666666666,1.0,10.911764705882351,0.1617647058823529,16.666666666666668,68,3,15.785714285714286,0,30.6,5.5,0.0,44.0
1041,Italian Grand Prix,kevin_magnussen,6.0,16,0,28.0,7,0,haas,13,80.856,80.69800000000001,80.69800000000001,17.0,2.0,13.9,0.0,15.666666666666666,50,2,13.25,0,30.6,5.5,0.0,44.0
1042,Italian Grand Prix,max_verstappen,303.0,1,7,446.0,1,7,red_bull,7,80.226,79.662,80.02199999999999,1.0,1.5,2.039473684210526,0.868421052631579,3.6666666666666665,76,2,3.935897435897436,0,30.6,5.5,0.0,44.0
1043,Italian Grand Prix,sainz,13.0,15,0,59.0,5,0,williams,5,80.149,79.799,79.467,4.333333333333333,1.3333333333333333,5.366197183098592,0.2957746478873239,12.0,71,3,5.366197183098592,0,30.6,5.5,0.0,44.0
1044,Italian Grand Prix,ocon,23.0,10,0,29.0,9,0,haas,15,80.764,80.76599999999999,80.76599999999999,10.5,1.0,9.753623188405795,0.0289855072463768,10.0,69,2,9.443396226415096,0,30.6,5.5,0.0,44.0
1045,Italian Grand Prix,stroll,20.0,12,0,36.0,8,0,aston_martin,17,81.013,81.013,81.013,11.5,1.0,10.704225352112676,0.0,11.5,71,2,9.980392156862743,0,30.6,5.5,0.0,44.0
1046,Italian Grand Prix,gasly,19.0,13,0,19.0,10,0,alpine,14,80.748,80.738,80.738,11.5,1.5,10.28169014084507,0.028169014084507,6.0,71,2,9.972602739726028,0,30.6,5.5,0.0,44.0
1047,Italian Grand Prix,leclerc,119.0,5,0,222.0,2,2,ferrari,4,80.074,80.007,79.461,3.333333333333333,1.6666666666666667,4.885714285714286,0.3571428571428571,2.5,70,3,5.140939597315437,0,30.6,5.5,0.0,44.0
1048,Italian Grand Prix,norris,226.0,2,4,460.0,1,5,mclaren,1,79.911,79.727,79.327,5.666666666666667,1.3333333333333333,6.714285714285714,0.2727272727272727,1.0,77,3,7.760683760683761,0,30.6,5.5,0.0,44.0
1049,Italian Grand Prix,russell,147.0,4,1,210.0,3,2,mercedes,3,80.169,79.877,79.44,5.666666666666667,1.3333333333333333,7.371428571428571,0.1857142857142857,7.5,70,3,5.096774193548387,0,30.6,5.5,0.0,44.0
1050,Italian Grand Prix,albon,46.0,8,0,59.0,5,0,williams,9,80.542,80.314,80.299,7.0,1.0,12.23404255319149,0.0,8.0,47,1,12.328125,0,30.6,5.5,0.0,44.0
1051,Italian Grand Prix,zhou,0.0,19,0,0.0,10,0,sauber,20,81.445,81.445,81.445,12.0,1.5,13.857142857142858,0.0,19.0,49,2,15.628571428571428,0,30.6,5.5,0.0,44.0
1052,Italian Grand Prix,piastri,234.0,1,7,460.0,1,5,mclaren,2,80.076,79.80799999999999,79.436,12.0,2.0,7.617647058823529,0.1764705882352941,2.333,34,1,7.525,0,30.6,5.5,0.0,44.0
1053,Italian Grand Prix,colapinto,0.0,20,0,19.0,10,0,alpine,18,81.061,81.061,81.061,0.0,0.0,9.083404998214196,0.1760889227262577,9.253604749787955,0,0,13.838235294117649,0,30.6,5.5,0.0,44.0
1054,Azerbaijan Grand Prix,hamilton,103.0,6,0,222.0,2,2,ferrari,0,103.089,102.765,102.289,8.333333333333334,2.0,4.558441558441558,0.4675324675324675,4.0,77,3,4.558441558441558,0,26.75,25.45,0.0,26.0
1055,Azerbaijan Grand Prix,alonso,16.0,14,0,36.0,8,0,aston_martin,7,103.472,102.426,102.369,5.666666666666667,2.0,8.191780821917808,0.1232876712328767,10.0,73,3,7.5,0,26.75,25.45,0.0,26.0
1056,Azerbaijan Grand Prix,hulkenberg,37.0,9,0,41.0,6,0,sauber,12,103.101,103.191,103.191,17.0,1.0,13.157894736842104,0.0,6.0,38,1,13.083333333333334,0,26.75,25.45,0.0,26.0
1057,Azerbaijan Grand Prix,perez,143.0,8,0,456.0,2,7,red_bull,4,103.213,102.263,101.813,1.3333333333333333,2.0,5.22972972972973,0.3918918918918919,7.0,74,3,5.22972972972973,0,26.75,25.45,0.0,26.0
1058,Azerbaijan Grand Prix,ricciardo,12.0,14,0,34.0,6,0,rb,14,103.547,103.547,103.547,8.5,2.0,10.704918032786884,0.0163934426229508,11.666666666666666,61,2,12.357142857142858,0,26.75,25.45,0.0,26.0
1059,Azerbaijan Grand Prix,bottas,0.0,22,0,0.0,10,0,sauber,16,103.618,103.618,103.618,13.666666666666666,2.333333333333333,10.985507246376812,0.1594202898550724,16.666666666666668,69,3,15.8,0,26.75,25.45,0.0,26.0
1060,Azerbaijan Grand Prix,max_verstappen,313.0,1,7,456.0,2,7,red_bull,6,103.097,102.042,102.023,1.5,1.5,2.090909090909091,0.8571428571428571,4.0,77,2,3.949044585987261,0,26.75,25.45,0.0,26.0
1061,Azerbaijan Grand Prix,sainz,13.0,15,0,59.0,5,0,williams,3,103.357,102.503,101.805,6.5,2.0,5.347222222222222,0.2916666666666667,12.0,72,2,5.347222222222222,0,26.75,25.45,0.0,26.0
1062,Azerbaijan Grand Prix,ocon,23.0,10,0,29.0,9,0,haas,0,104.504,104.504,104.504,12.5,1.0,9.814285714285717,0.0285714285714285,10.0,70,2,9.485981308411215,0,26.75,25.45,0.0,26.0
1063,Azerbaijan Grand Prix,stroll,20.0,12,0,36.0,8,0,aston_martin,13,103.37,103.404,103.404,11.5,1.0,10.819444444444445,0.0,11.5,72,2,10.03896103896104,0,26.75,25.45,0.0,26.0
1064,Azerbaijan Grand Prix,gasly,19.0,13,0,19.0,10,0,alpine,18,103.088,103.179,103.179,7.333333333333333,2.0,10.34722222222222,0.0277777777777777,6.0,72,3,10.006802721088436,0,26.75,25.45,0.0,26.0
1065,Azerbaijan Grand Prix,leclerc,119.0,5,0,222.0,2,2,ferrari,1,102.775,102.056,101.365,3.5,2.0,4.830985915492958,0.3661971830985915,2.5,71,2,5.113333333333333,0,26.75,25.45,0.0,26.0
1066,Azerbaijan Grand Prix,norris,226.0,2,4,460.0,1,5,mclaren,15,103.609,103.609,103.609,7.666666666666667,1.6666666666666667,6.666666666666667,0.282051282051282,1.0,78,3,7.720338983050848,0,26.75,25.45,0.0,26.0
1067,Azerbaijan Grand Prix,russell,147.0,4,1,210.0,3,2,mercedes,5,103.139,102.329,101.874,5.5,2.0,7.366197183098592,0.1830985915492957,7.5,71,2,5.108974358974359,0,26.75,25.45,0.0,26.0
1068,Azerbaijan Grand Prix,albon,46.0,8,0,59.0,5,0,williams,9,102.899,102.84,102.859,12.0,1.5,12.166666666666666,0.0,8.0,48,2,12.276923076923078,0,26.75,25.45,0.0,26.0
1069,Azerbaijan Grand Prix,zhou,0.0,20,0,0.0,10,0,sauber,17,104.246,104.246,104.246,0.0,0.0,13.94,0.0,19.0,50,0,15.694444444444445,0,26.75,25.45,0.0,26.0
1070,Azerbaijan Grand Prix,piastri,234.0,1,7,460.0,1,5,mclaren,2,103.033,102.598,101.686,11.0,1.0,7.457142857142857,0.2,2.333,35,1,7.490683229813665,0,26.75,25.45,0.0,26.0
1071,Azerbaijan Grand Prix,bearman,6.0,18,0,29.0,9,0,haas,10,103.471,102.968,102.968,0.0,0.0,7.0,0.0,7.0,1,0,14.092105263157896,0,26.75,25.45,0.0,26.0
1072,Azerbaijan Grand Prix,colapinto,0.0,20,0,19.0,10,0,alpine,8,103.138,102.473,102.53,0.0,0.0,12.0,0.0,12.0,1,0,13.824817518248176,0,26.75,25.45,0.0,26.0
1073,Singapore Grand Prix,hamilton,103.0,6,0,222.0,2,2,ferrari,3,90.393,89.929,89.84100000000001,6.0,1.5,4.615384615384615,0.4615384615384615,4.0,78,2,4.615384615384615,0,31.6,6.449999999999999,0.0,58.0
1074,Singapore Grand Prix,alonso,16.0,14,0,36.0,8,0,aston_martin,7,90.684,90.45,90.214,15.0,2.0,8.162162162162161,0.1216216216216216,10.0,74,1,7.45945945945946,0,31.6,6.449999999999999,0.0,58.0
1075,Singapore Grand Prix,hulkenberg,37.0,9,0,41.0,6,0,sauber,6,90.724,90.15,90.115,13.0,1.0,13.102564102564102,0.0,6.0,39,1,13.027027027027026,0,31.6,6.449999999999999,0.0,58.0
1076,Singapore Grand Prix,perez,144.0,8,0,475.0,2,7,red_bull,13,90.624,90.579,90.579,4.5,1.0,5.386666666666667,0.3866666666666666,10.333333333333334,75,2,5.386666666666667,0,31.6,6.449999999999999,0.0,58.0
1077,Singapore Grand Prix,ricciardo,12.0,14,0,34.0,6,0,rb,16,91.085,91.085,91.085,5.0,1.0,10.741935483870968,0.0161290322580645,12.666666666666666,62,1,12.4,0,31.6,6.449999999999999,0.0,58.0
1078,Singapore Grand Prix,bottas,0.0,22,0,0.0,10,0,sauber,19,91.572,91.572,91.572,11.0,1.0,11.057142857142855,0.1571428571428571,17.0,70,1,15.8125,0,31.6,6.449999999999999,0.0,58.0
1079,Singapore Grand Prix,kevin_magnussen,6.0,17,0,31.0,7,0,haas,14,90.829,90.653,90.653,11.0,2.0,13.823529411764708,0.0,14.0,51,2,13.21505376344086,0,31.6,6.449999999999999,0.0,58.0
1080,Singapore Grand Prix,max_verstappen,331.0,1,7,475.0,2,7,red_bull,2,90.157,89.68,89.72800000000001,6.0,1.5,2.128205128205128,0.8461538461538461,4.333333333333333,78,2,3.9556962025316458,0,31.6,6.449999999999999,0.0,58.0
1081,Singapore Grand Prix,sainz,13.0,15,0,59.0,5,0,williams,10,90.67,90.108,90.108,2.0,1.0,5.52054794520548,0.2876712328767123,12.0,73,2,5.52054794520548,0,31.6,6.449999999999999,0.0,58.0
1082,Singapore Grand Prix,ocon,23.0,10,0,29.0,9,0,haas,15,90.958,90.769,90.769,0.0,0.0,9.887323943661972,0.028169014084507,10.0,71,0,9.537037037037036,0,31.6,6.449999999999999,0.0,58.0
1083,Singapore Grand Prix,stroll,20.0,12,0,36.0,8,0,aston_martin,17,91.094,91.094,91.094,6.0,1.0,10.931506849315069,0.0,11.5,73,1,10.096774193548388,0,31.6,6.449999999999999,0.0,58.0
1084,Singapore Grand Prix,gasly,19.0,13,0,19.0,10,0,alpine,18,91.312,91.312,91.312,8.0,1.0,10.36986301369863,0.0273972602739726,6.0,73,2,10.02027027027027,0,31.6,6.449999999999999,0.0,58.0
1085,Singapore Grand Prix,leclerc,119.0,5,0,222.0,2,2,ferrari,9,90.786,89.747,89.747,3.0,1.0,4.791666666666667,0.375,2.5,72,2,5.09271523178808,0,31.6,6.449999999999999,0.0,58.0
1086,Singapore Grand Prix,norris,226.0,2,4,460.0,1,5,mclaren,1,90.002,90.007,89.525,3.0,1.0,6.632911392405063,0.2784810126582278,1.0,79,2,7.689075630252101,0,31.6,6.449999999999999,0.0,58.0
1087,Singapore Grand Prix,russell,147.0,4,1,210.0,3,2,mercedes,4,90.811,90.153,89.867,15.0,3.0,7.305555555555555,0.1944444444444444,7.5,72,2,5.095541401273885,0,31.6,6.449999999999999,0.0,58.0
1088,Singapore Grand Prix,tsunoda,10.0,17,0,172.0,4,0,red_bull,8,90.71,90.289,90.354,0.0,0.0,12.367647058823527,0.0,16.0,68,0,12.466666666666669,0,31.6,6.449999999999999,0.0,58.0
1089,Singapore Grand Prix,zhou,0.0,20,0,0.0,10,0,sauber,20,92.054,92.054,92.054,12.0,2.0,13.941176470588236,0.0,17.333333333333332,51,1,15.64864864864865,0,31.6,6.449999999999999,0.0,58.0
1090,Singapore Grand Prix,piastri,234.0,1,7,460.0,1,5,mclaren,5,90.258,89.64,89.953,7.0,1.0,7.277777777777778,0.2222222222222222,2.333,36,1,7.450617283950617,0,31.6,6.449999999999999,0.0,58.0
1091,Singapore Grand Prix,colapinto,0.0,20,0,19.0,10,0,alpine,12,90.704,90.481,90.481,0.0,0.0,10.0,0.0,10.0,2,0,13.782608695652174,0,31.6,6.449999999999999,0.0,58.0
1092,United States Grand Prix,alonso,16.0,14,0,36.0,8,0,aston_martin,7,93.973,93.429,93.309,7.0,2.0,8.16,0.12,10.0,75,1,7.473684210526316,0,25.35,9.2,0.0,35.5
1093,United States Grand Prix,hulkenberg,37.0,9,0,41.0,6,0,sauber,11,93.601,93.544,93.544,11.0,2.0,13.0,0.0,6.0,40,1,12.921052631578949,0,25.35,9.2,0.0,35.5
1094,United States Grand Prix,perez,150.0,8,0,504.0,2,7,red_bull,9,93.611,93.02,93.02,3.6666666666666665,2.0,5.447368421052632,0.3815789473684211,11.666666666666666,76,3,5.447368421052632,0,25.35,9.2,0.0,35.5
1095,United States Grand Prix,bottas,0.0,23,0,0.0,10,0,sauber,16,94.152,94.152,94.152,9.0,2.0,11.126760563380282,0.1549295774647887,16.0,71,2,15.823529411764708,0,25.35,9.2,0.0,35.5
1096,United States Grand Prix,kevin_magnussen,8.0,15,0,38.0,6,0,haas,8,93.564,93.474,93.481,11.5,1.5,13.923076923076923,0.0,15.666666666666666,52,2,13.27659574468085,0,25.35,9.2,0.0,35.5
1097,United States Grand Prix,max_verstappen,354.0,1,7,504.0,2,7,red_bull,2,93.046,92.584,92.361,1.0,2.0,2.1265822784810124,0.8481012658227848,4.333333333333333,79,3,3.943396226415094,0,25.35,9.2,0.0,35.5
1098,United States Grand Prix,sainz,13.0,15,0,59.0,5,0,williams,3,93.556,92.836,92.652,5.0,2.0,5.54054054054054,0.2837837837837837,12.0,74,2,5.54054054054054,0,25.35,9.2,0.0,35.5
1099,United States Grand Prix,ocon,23.0,10,0,29.0,9,0,haas,12,93.986,93.597,93.597,11.0,2.0,9.930555555555555,0.0277777777777777,10.0,72,1,9.568807339449542,0,25.35,9.2,0.0,35.5
1100,United States Grand Prix,stroll,20.0,12,0,36.0,8,0,aston_martin,13,94.033,93.759,93.759,9.5,2.0,10.972972972972974,0.0,11.5,74,2,10.121794871794872,0,25.35,9.2,0.0,35.5
1101,United States Grand Prix,gasly,19.0,13,0,19.0,10,0,alpine,6,93.55,93.162,93.018,10.0,2.0,10.45945945945946,0.027027027027027,6.0,74,2,10.06711409395973,0,25.35,9.2,0.0,35.5
1102,United States Grand Prix,leclerc,119.0,5,0,222.0,2,2,ferrari,4,93.241,92.962,92.74,3.5,2.0,4.794520547945205,0.3698630136986301,2.5,73,2,5.092105263157895,0,25.35,9.2,0.0,35.5
1103,United States Grand Prix,norris,226.0,2,4,460.0,1,5,mclaren,1,93.616,92.851,92.33,5.333333333333333,2.0,6.5625,0.2875,1.0,80,3,7.633333333333334,0,25.35,9.2,0.0,35.5
1104,United States Grand Prix,russell,147.0,4,1,210.0,3,2,mercedes,20,93.536,93.142,92.974,8.0,2.333333333333333,7.260273972602739,0.1917808219178082,7.5,73,3,5.0886075949367084,0,25.35,9.2,0.0,35.5
1105,United States Grand Prix,albon,46.0,8,0,59.0,5,0,williams,14,94.051,94.051,94.051,11.0,2.0,12.06122448979592,0.0,8.0,49,2,12.196969696969695,0,25.35,9.2,0.0,35.5
1106,United States Grand Prix,tsunoda,10.0,17,0,172.0,4,0,red_bull,10,93.795,93.506,93.506,9.0,2.333333333333333,12.36231884057971,0.0,16.0,69,3,12.451612903225806,0,25.35,9.2,0.0,35.5
1107,United States Grand Prix,zhou,0.0,21,0,0.0,10,0,sauber,18,94.228,94.228,94.228,12.5,2.0,13.961538461538462,0.0,15.666666666666666,52,2,15.63157894736842,0,25.35,9.2,0.0,35.5
1108,United States Grand Prix,piastri,234.0,1,7,460.0,1,5,mclaren,5,93.864,93.057,92.95,0.0,0.0,7.162162162162162,0.2432432432432432,2.333,37,0,7.423312883435583,0,25.35,9.2,0.0,35.5
